valor,horario,localizacao,tipo_transacao,fraude
221.89,5,Recife,Pix,não
41.63,19,Rio de Janeiro,TED,não
196.06,7,Brasília,Pix,não
82.03,0,Rio de Janeiro,Pix,não
47.45,14,São Paulo,Boleto,não
75.14,9,São Paulo,Pix,não
39.41,3,São Paulo,Boleto,não
464.39,9,Curitiba,Cartão Crédito,não
101.23,10,São Paulo,Pix,não
56.28,4,Porto Alegre,Pix,não
118.99,8,Brasília,Pix,não
77.29,4,Salvador,DOC,não
272.84,10,Brasília,Boleto,não
709.61,2,Curitiba,TED,sim
115.26,3,Brasília,TED,sim
394.7,9,Brasília,TED,não
166.88,6,Rio de Janeiro,Cartão Crédito,não
34.21,0,Salvador,Pix,não
234.64,5,Salvador,Cartão Crédito,não
144.08,7,São Paulo,Boleto,sim
210.31,16,Porto Alegre,Pix,não
440.89,23,Porto Alegre,DOC,sim
116.12,6,Rio de Janeiro,Indefinido,não
462.89,0,Porto Alegre,TED,não
277.79,8,Rio de Janeiro,Pix,não
134.12,10,Salvador,Pix,não
184.88,18,Salvador,TED,não
78.78,1,Salvador,Cartão Crédito,sim
822.06,22,Porto Alegre,Cartão Débito,não
220.13,10,Brasília,Boleto,não
8.97,2,Salvador,TED,não
79.09,16,Recife,Cartão Débito,não
195.27,9,São Paulo,Pix,não
11.6,2,Recife,Pix,não
4.83,21,Brasília,TED,não
119.58,2,Curitiba,DOC,não
80.9,20,Rio de Janeiro,TED,não
115.36,6,Porto Alegre,Boleto,não
60.95,1,Porto Alegre,Pix,sim
36.0,0,Brasília,DOC,não
233.68,6,Porto Alegre,DOC,não
144.54,19,Brasília,Cartão Crédito,não
44.67,10,Recife,Cartão Débito,não
77.01,22,Curitiba,Boleto,sim
179.2,5,Rio de Janeiro,Pix,não
14.99,22,Porto Alegre,Boleto,não
31.91,3,Curitiba,Pix,sim
15.21,18,Curitiba,Cartão Débito,sim
334.6,20,Curitiba,Cartão Crédito,sim
279.2,18,São Paulo,TED,não
279.93,13,Curitiba,Cartão Crédito,não
251.99,2,Salvador,TED,não
221.36,3,Brasília,Pix,sim
129.63,7,São Paulo,Cartão Crédito,não
205.6,17,Salvador,TED,não
7.82,3,São Paulo,Cartão Débito,não
194.29,10,Curitiba,Pix,não
300.91,15,Porto Alegre,Cartão Crédito,não
138.77,2,Porto Alegre,Boleto,não
88.48,6,Porto Alegre,Cartão Crédito,não
64.99,1,Porto Alegre,Pix,não
205.89,0,Brasília,TED,não
236.05,0,Porto Alegre,Cartão Crédito,não
409.54,5,Rio de Janeiro,Boleto,não
83.81,18,Curitiba,TED,não
293.74,6,São Paulo,DOC,não
164.81,23,Rio de Janeiro,Cartão Débito,não
428.84,4,Porto Alegre,Cartão Crédito,sim
150.08,20,Rio de Janeiro,Boleto,não
145.81,17,São Paulo,Cartão Crédito,não
172.49,23,Porto Alegre,TED,não
276.71,12,Rio de Janeiro,Cartão Débito,não
668.72,0,Brasília,Boleto,sim
,9,Brasília,Pix,não
10.98,8,Curitiba,Pix,não
554.68,16,Curitiba,TED,não
150.95,0,Salvador,Boleto,não
190.85,0,Rio de Janeiro,Cartão Crédito,não
131.72,6,São Paulo,Cartão Crédito,não
19.67,3,Brasília,Cartão Débito,não
292.28,22,Recife,Pix,não
275.05,20,Curitiba,Boleto,não
74.71,11,Salvador,Boleto,não
73.13,15,Brasília,Pix,não
363.84,13,Salvador,DOC,não
15.02,22,Porto Alegre,Pix,não
425.9,9,Rio de Janeiro,Pix,não
59.32,13,Salvador,Pix,não
179.78,6,Brasília,Cartão Crédito,sim
549.76,3,Brasília,Boleto,sim
226.72,1,Rio de Janeiro,Cartão Crédito,não
107.03,23,Curitiba,Boleto,sim
233.94,17,Curitiba,Pix,não
84.31,15,Recife,Pix,sim
64.94,8,Recife,Pix,não
1141.76,4,Curitiba,TED,sim
277.89,8,Curitiba,Cartão Débito,não
206.97,7,Salvador,Boleto,não
87.79,23,Curitiba,Pix,não
10.08,19,Curitiba,Pix,não
6.31,15,Brasília,Boleto,não
161.57,19,Recife,Boleto,não
287.12,17,Rio de Janeiro,Boleto,não
154.17,3,São Paulo,Pix,não
367.5,15,Rio de Janeiro,DOC,não
6.8,3,Porto Alegre,TED,não
91.38,5,São Paulo,Cartão Crédito,sim
54.12,2,Brasília,Pix,sim
118.58,17,Porto Alegre,Pix,não
15.03,14,Recife,Boleto,não
616.4,7,São Paulo,Pix,não
50.53,17,Curitiba,Boleto,não
511.0,23,Porto Alegre,Pix,não
110.99,22,Brasília,Pix,não
847.05,2,São Paulo,Cartão Crédito,sim
161.51,5,Curitiba,Pix,não
534.25,21,Porto Alegre,Pix,não
1.07,20,Brasília,Pix,não
275.85,23,Porto Alegre,Cartão Crédito,não
466.71,14,São Paulo,Boleto,não
30.1,11,Curitiba,Cartão Débito,não
20.21,4,Recife,Cartão Crédito,não
110.53,6,Salvador,Cartão Crédito,não
542.65,21,Brasília,TED,não
156.35,14,São Paulo,Cartão Crédito,não
149.93,6,Curitiba,TED,não
30.43,12,Recife,Cartão Crédito,não
0.16,2,Porto Alegre,Cartão Crédito,não
332.29,22,Curitiba,Boleto,não
18.33,12,Salvador,Pix,não
200.94,2,Recife,Boleto,não
492.12,1,São Paulo,DOC,não
46.8,22,Curitiba,TED,não
218.89,3,Salvador,Cartão Débito,não
16.39,16,Curitiba,DOC,não
185.14,5,Rio de Janeiro,Pix,não
35.81,10,Brasília,Boleto,não
266.33,5,Curitiba,Cartão Crédito,não
71.69,21,Salvador,Cartão Crédito,não
124.5,1,Recife,Boleto,sim
182.97,16,Brasília,Pix,não
37.57,2,São Paulo,Pix,não
270.68,11,Salvador,Pix,não
72.09,13,Brasília,Pix,não
217.16,1,Rio de Janeiro,Cartão Crédito,não
34.46,21,São Paulo,Pix,não
233.03,21,Curitiba,Pix,não
27.44,4,Salvador,Cartão Crédito,não
110.8,9,Porto Alegre,TED,não
56.79,9,São Paulo,Pix,não
275.96,20,Salvador,Boleto,não
60.77,8,Desconhecido,Pix,não
426.94,20,Rio de Janeiro,Boleto,não
444.79,12,Recife,Cartão Crédito,não
43.74,9,São Paulo,Cartão Débito,sim
190.3,5,Salvador,Pix,não
18.36,10,Recife,Pix,não
99.36,3,Brasília,Boleto,não
249.88,13,Porto Alegre,Pix,sim
215.42,16,Rio de Janeiro,TED,não
196.01,19,Curitiba,Pix,não
66.41,1,Salvador,Boleto,não
94.97,9,Salvador,Cartão Crédito,não
21.73,2,Salvador,Cartão Débito,não
253.9,6,São Paulo,Cartão Crédito,não
140.19,6,Porto Alegre,Pix,não
246.73,0,Porto Alegre,Boleto,não
57.25,7,Recife,TED,não
78.44,22,São Paulo,Cartão Débito,não
81.36,0,Salvador,Cartão Débito,não
,7,Porto Alegre,Cartão Débito,não
83.42,13,Salvador,Cartão Crédito,não
325.22,13,Salvador,DOC,não
455.19,1,Salvador,Cartão Crédito,não
146.05,7,Rio de Janeiro,Cartão Débito,não
121.58,18,Curitiba,Boleto,não
6.26,9,Brasília,Cartão Crédito,não
422.73,6,Brasília,Cartão Débito,sim
2.62,12,Recife,Boleto,sim
579.18,21,Porto Alegre,Pix,não
134.36,20,Brasília,Pix,não
83.69,14,Recife,Pix,não
515.98,10,Curitiba,TED,não
4.94,13,Salvador,TED,não
174.18,10,São Paulo,Boleto,não
159.23,1,Rio de Janeiro,TED,não
49.52,1,Curitiba,Cartão Débito,sim
112.03,11,Curitiba,Pix,sim
211.26,14,Brasília,Cartão Crédito,não
259.75,16,Brasília,Pix,sim
0.14,13,Rio de Janeiro,Boleto,não
552.46,15,São Paulo,Boleto,não
35.95,7,Curitiba,Cartão Crédito,não
53.21,23,Porto Alegre,DOC,não
61.16,16,Brasília,Pix,não
7.71,4,Curitiba,TED,não
26.26,11,São Paulo,Pix,não
858.8,5,Recife,TED,sim
75.73,17,São Paulo,DOC,não
24.5,4,Curitiba,Boleto,não
22.63,5,Curitiba,Cartão Crédito,não
254.21,8,Rio de Janeiro,Cartão Débito,não
385.61,14,Curitiba,TED,não
59.4,9,Brasília,Pix,não
4.23,16,Porto Alegre,Cartão Crédito,não
50.49,18,Rio de Janeiro,TED,sim
11.64,11,Curitiba,DOC,não
21.83,8,São Paulo,Boleto,não
112.95,14,Curitiba,Boleto,sim
52.25,13,São Paulo,Cartão Crédito,não
145.11,0,São Paulo,Cartão Débito,não
58.47,16,Curitiba,Cartão Débito,não
564.48,0,São Paulo,Cartão Crédito,sim
472.77,22,Porto Alegre,Cartão Crédito,não
167.31,20,Recife,Pix,sim
87.52,21,Rio de Janeiro,Cartão Crédito,não
95.98,12,Curitiba,Pix,não
106.16,7,Salvador,Cartão Crédito,sim
260.08,12,Recife,Pix,não
120.16,15,São Paulo,TED,não
388.6,1,São Paulo,Pix,sim
576.82,12,Rio de Janeiro,TED,sim
81.88,17,Recife,TED,sim
164.51,2,Recife,Pix,não
19.98,12,Curitiba,Cartão Crédito,não
44.75,18,São Paulo,Cartão Crédito,não
106.7,12,Salvador,Cartão Crédito,não
46.19,18,Brasília,Cartão Crédito,não
418.4,3,Salvador,Cartão Crédito,não
34.46,18,Curitiba,Cartão Débito,sim
121.64,17,Curitiba,Boleto,não
186.13,5,Curitiba,Boleto,não
235.44,18,Rio de Janeiro,Cartão Crédito,não
96.6,3,Rio de Janeiro,Pix,não
406.66,3,Curitiba,Pix,não
168.01,23,Porto Alegre,Cartão Crédito,não
115.79,6,Brasília,Pix,não
13.92,6,Recife,TED,não
124.98,22,Recife,Pix,não
343.78,15,São Paulo,Cartão Crédito,não
190.66,15,Recife,Cartão Débito,não
356.95,4,Salvador,Pix,não
136.25,14,Recife,Pix,não
25.22,22,Brasília,Pix,não
2.75,3,Recife,Boleto,não
72.26,23,Salvador,TED,não
239.46,12,Brasília,TED,não
312.38,18,Rio de Janeiro,Pix,não
70.13,6,Brasília,TED,não
136.9,11,Rio de Janeiro,Pix,não
109.33,8,Brasília,Boleto,não
105.7,16,Curitiba,Pix,não
52.62,1,Salvador,Boleto,não
29.32,15,Porto Alegre,TED,não
43.8,6,Rio de Janeiro,Pix,não
11.38,17,Rio de Janeiro,Pix,sim
44.16,6,Recife,Boleto,não
1.85,0,Rio de Janeiro,Boleto,não
197.37,2,Brasília,Cartão Crédito,não
76.07,20,Curitiba,Pix,sim
723.46,10,Curitiba,Pix,não
43.06,21,Recife,Pix,não
84.88,14,Brasília,Pix,não
88.58,2,Brasília,Pix,não
1.7,23,São Paulo,Pix,não
365.53,12,Rio de Janeiro,TED,sim
6.5,3,Recife,Boleto,não
563.28,22,Curitiba,Cartão Crédito,não
445.26,21,Salvador,TED,não
153.37,7,Porto Alegre,TED,não
156.88,21,São Paulo,Cartão Crédito,não
212.13,3,Brasília,TED,não
97.89,17,Rio de Janeiro,Cartão Crédito,não
208.38,6,Curitiba,Cartão Débito,não
9.16,10,Salvador,Cartão Crédito,não
11.11,3,São Paulo,TED,sim
122.21,12,Brasília,Boleto,sim
159.53,8,Curitiba,Cartão Crédito,não
437.53,8,Curitiba,Pix,não
22.11,22,Brasília,Cartão Crédito,não
345.92,20,Brasília,TED,não
47.16,18,Recife,Cartão Crédito,não
100.2,2,Curitiba,Pix,não
76.14,11,Brasília,Pix,não
102.22,10,Porto Alegre,Boleto,sim
32.62,19,Salvador,TED,não
140.06,10,Salvador,Pix,não
323.54,16,Porto Alegre,TED,sim
116.51,20,Salvador,Pix,sim
134.91,13,São Paulo,Boleto,não
377.79,15,Salvador,TED,não
244.87,23,Rio de Janeiro,Pix,não
134.85,9,Salvador,TED,não
59.6,3,Porto Alegre,Pix,não
432.44,9,Recife,Boleto,não
172.09,19,Brasília,Pix,sim
49.99,11,Rio de Janeiro,Cartão Crédito,não
62.7,8,Recife,Pix,não
325.05,14,Curitiba,TED,não
9.03,8,Rio de Janeiro,Boleto,não
967.98,6,Porto Alegre,Pix,não
27.93,23,Recife,Pix,não
317.99,11,Brasília,Pix,não
100.43,19,Brasília,Pix,não
135.54,23,Salvador,DOC,não
425.14,13,Recife,Boleto,não
106.52,21,Curitiba,Pix,não
154.22,15,Salvador,DOC,não
10.11,18,Porto Alegre,Cartão Débito,não
0.47,22,Recife,Cartão Crédito,não
,2,São Paulo,Pix,sim
228.25,10,Recife,Pix,não
25.85,22,Recife,TED,não
24.15,20,Porto Alegre,Pix,não
105.85,19,Brasília,Pix,não
208.73,18,Salvador,Pix,não
249.01,7,Curitiba,Pix,não
39.31,19,Salvador,DOC,não
16.59,7,Recife,TED,sim
564.01,2,Rio de Janeiro,Pix,sim
60.4,9,Brasília,TED,não
383.94,12,Brasília,DOC,não
398.27,8,Recife,Boleto,sim
296.14,5,Porto Alegre,Cartão Débito,não
36.99,14,Rio de Janeiro,Cartão Débito,não
344.97,15,Recife,DOC,não
293.28,4,Rio de Janeiro,Cartão Crédito,não
181.63,20,Brasília,Pix,não
82.26,12,Rio de Janeiro,DOC,sim
60.9,18,Salvador,Boleto,não
26.0,1,Recife,Boleto,não
142.57,5,São Paulo,Pix,não
176.02,0,São Paulo,Pix,não
89.05,14,Rio de Janeiro,TED,não
129.01,14,Porto Alegre,Boleto,não
90.36,13,Recife,Cartão Débito,não
204.89,6,Curitiba,Pix,não
463.05,4,São Paulo,Cartão Débito,não
35.81,19,Brasília,Pix,sim
96.06,15,Salvador,Cartão Débito,não
30.37,16,Recife,Cartão Crédito,não
196.14,10,Recife,Pix,não
261.03,14,Salvador,Pix,não
537.39,19,São Paulo,Pix,não
65.39,15,Salvador,Cartão Débito,não
599.99,2,Salvador,TED,sim
13.07,5,Curitiba,Boleto,não
184.77,20,Salvador,Pix,não
11.77,22,Brasília,Cartão Débito,não
448.44,12,Curitiba,Pix,não
150.92,0,Brasília,Pix,não
221.34,20,São Paulo,Pix,não
356.25,13,Recife,TED,sim
32.58,1,Brasília,Pix,não
7.87,1,Recife,Boleto,não
422.2,14,Rio de Janeiro,Pix,não
75.65,17,Rio de Janeiro,DOC,não
27.62,8,São Paulo,TED,não
126.4,2,São Paulo,Pix,não
182.41,3,Porto Alegre,Pix,não
6.29,14,São Paulo,Cartão Crédito,não
64.29,4,Rio de Janeiro,Pix,não
6.67,19,Brasília,Pix,não
109.06,19,Salvador,Boleto,não
450.95,4,Salvador,Pix,não
810.86,9,Salvador,Boleto,não
202.7,15,Curitiba,Pix,sim
35.26,11,Salvador,Pix,não
472.57,13,São Paulo,Cartão Crédito,não
145.24,21,Salvador,Pix,não
33.39,10,Curitiba,TED,não
509.51,18,Curitiba,Cartão Crédito,não
283.33,5,Rio de Janeiro,Pix,não
263.13,9,Porto Alegre,DOC,não
247.01,19,Brasília,Cartão Débito,não
44.71,2,Rio de Janeiro,Boleto,não
47.4,21,São Paulo,Pix,não
233.14,14,Rio de Janeiro,Boleto,não
49.62,10,Rio de Janeiro,Pix,não
,21,Rio de Janeiro,Pix,não
304.65,1,São Paulo,Cartão Crédito,não
306.45,23,São Paulo,Pix,não
120.76,5,Rio de Janeiro,Pix,não
314.23,16,Rio de Janeiro,TED,não
364.8,17,Curitiba,Cartão Débito,não
212.71,3,Brasília,Pix,não
51.86,22,Curitiba,Pix,sim
64.04,8,Porto Alegre,Indefinido,sim
75.62,9,Brasília,DOC,não
24.84,20,Porto Alegre,TED,sim
63.81,1,Brasília,Cartão Débito,não
47.02,10,Desconhecido,Pix,não
121.51,10,Curitiba,Pix,não
478.15,10,Brasília,Pix,não
22.07,0,Porto Alegre,Boleto,não
254.78,13,Brasília,Pix,não
232.49,0,São Paulo,Cartão Crédito,não
20.13,20,Brasília,Cartão Débito,não
511.68,22,Salvador,Pix,não
168.08,8,Rio de Janeiro,Cartão Débito,não
90.43,23,Recife,Pix,não
282.56,0,São Paulo,TED,não
59.51,20,Recife,Cartão Crédito,não
236.51,21,Rio de Janeiro,Boleto,não
8.1,21,Salvador,Cartão Crédito,sim
365.78,3,Recife,TED,não
118.9,0,Brasília,Cartão Débito,não
,18,Recife,Cartão Crédito,não
50.01,9,Curitiba,Pix,não
226.07,14,Rio de Janeiro,Cartão Débito,não
295.89,19,Curitiba,Cartão Débito,não
128.19,3,Recife,TED,não
192.32,19,Salvador,Boleto,não
121.88,13,Curitiba,Cartão Crédito,sim
449.04,4,São Paulo,Cartão Crédito,não
137.78,14,Recife,Pix,não
368.79,14,Desconhecido,Boleto,não
323.24,15,Curitiba,Cartão Débito,não
105.7,15,Brasília,Pix,não
52.29,3,Recife,Cartão Crédito,não
104.2,8,Salvador,DOC,não
349.99,0,Porto Alegre,Pix,não
51.66,4,Salvador,Pix,sim
148.65,8,São Paulo,Cartão Crédito,sim
328.08,19,Brasília,Pix,não
87.23,4,Recife,TED,sim
205.56,3,Salvador,TED,não
56.37,15,Brasília,DOC,não
23.14,1,Recife,Pix,não
316.35,15,Recife,Boleto,não
20.84,17,Rio de Janeiro,Boleto,não
63.32,1,Curitiba,Pix,não
386.36,15,Recife,DOC,não
85.07,0,São Paulo,Boleto,não
722.72,15,Porto Alegre,Pix,não
779.77,2,Curitiba,Cartão Crédito,sim
62.47,14,Rio de Janeiro,TED,não
8.37,10,Curitiba,Pix,não
244.2,9,Curitiba,Pix,não
119.93,16,Recife,TED,sim
21.24,3,São Paulo,Pix,não
245.87,16,Recife,Pix,não
6.33,3,Salvador,Pix,não
408.35,18,São Paulo,DOC,não
29.85,0,Salvador,Pix,não
27.24,13,São Paulo,Cartão Crédito,sim
38.64,23,Brasília,Boleto,não
645.11,10,Recife,Cartão Crédito,não
236.29,6,Salvador,Boleto,não
323.26,16,Rio de Janeiro,DOC,não
101.38,3,Porto Alegre,Cartão Crédito,não
81.99,9,Curitiba,DOC,não
53.44,16,Brasília,TED,não
131.03,3,Salvador,TED,não
160.52,18,Rio de Janeiro,Cartão Crédito,não
199.81,17,Porto Alegre,Boleto,não
59.44,16,Porto Alegre,TED,não
593.83,5,Recife,Pix,sim
37.21,6,São Paulo,TED,não
674.25,5,Salvador,Pix,sim
2.99,11,Recife,Cartão Débito,sim
131.22,8,Porto Alegre,TED,não
81.1,17,Recife,Pix,não
119.25,1,Brasília,Pix,não
169.1,16,Salvador,Pix,não
114.39,20,Rio de Janeiro,Pix,não
107.18,0,Porto Alegre,Cartão Crédito,não
263.89,22,Salvador,Cartão Crédito,não
231.59,8,Brasília,Cartão Débito,não
358.28,5,Rio de Janeiro,Cartão Crédito,não
57.53,1,Brasília,Boleto,não
188.08,5,Curitiba,Cartão Débito,não
175.99,8,São Paulo,Cartão Débito,não
92.32,2,São Paulo,Cartão Crédito,não
133.13,15,São Paulo,Cartão Crédito,não
75.31,23,Curitiba,Boleto,não
30.59,14,Porto Alegre,Pix,não
48.11,11,Porto Alegre,TED,não
22.3,22,Curitiba,Boleto,não
229.81,7,São Paulo,DOC,não
216.19,5,São Paulo,Cartão Crédito,não
601.59,2,Rio de Janeiro,Cartão Crédito,sim
261.63,22,Rio de Janeiro,Boleto,não
10.69,3,Recife,Pix,não
431.26,9,Salvador,TED,não
397.08,13,Salvador,Pix,não
117.15,20,Salvador,Pix,não
176.31,23,Brasília,Boleto,sim
746.59,14,Rio de Janeiro,Pix,não
151.99,6,Rio de Janeiro,Pix,não
471.45,6,Rio de Janeiro,TED,não
17.34,7,Rio de Janeiro,Cartão Crédito,não
42.4,9,Curitiba,Pix,não
116.23,18,Recife,Cartão Crédito,não
175.78,18,Rio de Janeiro,TED,não
338.81,1,Porto Alegre,Pix,não
888.99,14,Brasília,Boleto,não
98.48,0,Salvador,Cartão Débito,sim
9.72,9,Rio de Janeiro,DOC,não
323.06,5,Curitiba,Boleto,sim
185.46,21,Porto Alegre,Cartão Crédito,não
44.26,12,Salvador,Cartão Crédito,não
136.57,9,São Paulo,Pix,não
271.2,11,São Paulo,Cartão Crédito,não
294.29,23,Salvador,Cartão Débito,sim
,5,Recife,Cartão Crédito,não
72.83,5,São Paulo,Cartão Crédito,não
727.96,0,Rio de Janeiro,TED,sim
217.75,11,Salvador,Pix,não
104.93,22,Curitiba,Boleto,não
65.83,22,Recife,TED,não
262.69,9,Porto Alegre,Cartão Crédito,não
55.46,13,Rio de Janeiro,Cartão Débito,não
37.68,14,São Paulo,Cartão Crédito,não
150.93,22,Brasília,Cartão Débito,não
68.49,23,Rio de Janeiro,Pix,não
198.26,3,Brasília,Cartão Crédito,não
25.1,0,Porto Alegre,Pix,não
212.81,7,Brasília,Pix,não
66.62,2,Porto Alegre,Boleto,não
0.05,13,Recife,TED,não
27.15,16,Curitiba,Cartão Débito,não
542.46,1,São Paulo,TED,sim
,14,São Paulo,Cartão Débito,não
53.21,5,Rio de Janeiro,Pix,sim
301.35,4,Salvador,Cartão Crédito,não
187.59,13,São Paulo,Cartão Crédito,não
707.44,18,Recife,Cartão Crédito,não
93.56,8,São Paulo,TED,não
228.8,7,Rio de Janeiro,Cartão Crédito,não
13.13,2,São Paulo,TED,sim
100.92,17,Curitiba,Cartão Crédito,não
663.84,7,Porto Alegre,Boleto,não
154.86,15,Brasília,Pix,não
67.9,14,Brasília,Pix,não
,20,Porto Alegre,TED,não
243.16,14,Brasília,Cartão Débito,não
207.05,15,Curitiba,DOC,não
93.66,0,Recife,Cartão Crédito,sim
602.95,9,Rio de Janeiro,Boleto,não
4.49,18,Curitiba,Cartão Débito,não
72.4,4,Rio de Janeiro,TED,não
507.84,17,Recife,Pix,não
77.41,2,Curitiba,Cartão Crédito,não
58.14,3,São Paulo,Cartão Crédito,sim
152.81,3,Salvador,DOC,não
347.23,10,Recife,Pix,não
21.77,8,Brasília,Pix,não
573.01,0,Curitiba,TED,sim
317.02,15,Recife,Boleto,não
40.0,8,Recife,Boleto,não
248.96,10,Curitiba,TED,sim
97.21,5,Brasília,DOC,não
102.93,16,Porto Alegre,Pix,não
305.84,11,Brasília,Boleto,não
658.21,21,Recife,Cartão Crédito,não
27.09,7,Rio de Janeiro,Pix,não
109.16,15,Porto Alegre,Pix,não
131.15,4,Porto Alegre,Pix,não
94.42,20,Recife,Cartão Débito,não
90.26,0,Curitiba,Boleto,sim
10.74,16,Curitiba,TED,não
231.38,23,Curitiba,TED,não
114.62,20,Desconhecido,Cartão Débito,sim
43.33,7,São Paulo,Boleto,não
338.6,9,Curitiba,Pix,não
324.46,17,Curitiba,TED,sim
133.26,14,Porto Alegre,Cartão Crédito,não
70.89,19,Rio de Janeiro,TED,não
203.27,12,Rio de Janeiro,Pix,não
67.98,9,Recife,Cartão Débito,não
53.84,8,Recife,Cartão Débito,não
262.25,12,Recife,Cartão Débito,não
8.23,2,Curitiba,Pix,não
19.91,21,Rio de Janeiro,Pix,não
1.36,22,Recife,TED,não
33.2,2,Rio de Janeiro,Cartão Crédito,não
14.3,0,Curitiba,Cartão Crédito,sim
1094.65,1,Porto Alegre,Cartão Crédito,sim
68.16,10,Curitiba,Cartão Débito,não
32.33,13,Recife,Cartão Crédito,não
55.15,9,Curitiba,Pix,não
550.17,6,Curitiba,Pix,sim
146.86,22,Rio de Janeiro,TED,não
90.77,0,São Paulo,Pix,não
413.33,6,Brasília,Pix,não
100.5,14,Recife,Cartão Crédito,não
81.6,10,Salvador,Pix,não
46.46,5,São Paulo,Cartão Crédito,não
94.9,21,Porto Alegre,Cartão Crédito,não
76.16,6,Salvador,Pix,não
226.21,6,Recife,Pix,não
68.38,0,São Paulo,Pix,não
172.17,9,Curitiba,Pix,não
13.63,20,Recife,Boleto,não
42.46,14,São Paulo,Boleto,não
104.65,7,Brasília,Boleto,não
552.76,23,Curitiba,TED,não
94.72,18,Recife,TED,não
218.17,2,Porto Alegre,Boleto,não
58.9,22,Porto Alegre,Pix,não
27.17,14,Recife,Pix,não
12.06,3,São Paulo,Cartão Crédito,não
72.89,5,Recife,Pix,não
34.31,9,Salvador,Cartão Crédito,não
38.23,17,Curitiba,Pix,não
286.06,15,Rio de Janeiro,Pix,não
3.19,17,Porto Alegre,DOC,não
163.2,5,São Paulo,Cartão Crédito,não
95.43,18,Brasília,Cartão Crédito,não
141.27,16,Recife,Pix,não
165.49,17,Curitiba,Cartão Débito,não
75.19,12,Recife,TED,não
69.94,6,Brasília,Pix,não
264.4,19,Curitiba,Pix,não
410.02,11,Brasília,TED,não
42.78,1,Curitiba,DOC,não
20.54,11,Rio de Janeiro,Pix,não
456.16,11,Porto Alegre,Cartão Débito,não
86.12,23,Curitiba,Cartão Crédito,não
160.29,3,Brasília,Cartão Crédito,não
89.11,3,São Paulo,Boleto,não
26.89,17,Porto Alegre,Boleto,não
177.99,15,Salvador,TED,não
148.95,13,Rio de Janeiro,Boleto,não
45.38,16,Recife,Cartão Débito,não
120.25,16,Rio de Janeiro,Boleto,não
318.86,2,Rio de Janeiro,Pix,não
178.53,5,Recife,Pix,não
20.39,22,Curitiba,Cartão Débito,não
158.82,12,Rio de Janeiro,Pix,não
242.63,8,Porto Alegre,Cartão Crédito,não
314.72,20,Rio de Janeiro,TED,não
198.37,8,São Paulo,TED,não
33.13,7,Porto Alegre,Cartão Crédito,não
247.69,16,São Paulo,Pix,não
226.23,15,Porto Alegre,TED,não
4.95,15,Brasília,Pix,não
106.12,18,Recife,Boleto,não
80.98,23,Porto Alegre,Pix,sim
221.38,15,Porto Alegre,Pix,sim
48.7,13,Curitiba,Cartão Crédito,não
178.75,19,Curitiba,TED,sim
488.84,13,Brasília,Pix,não
319.7,13,Curitiba,Boleto,não
508.82,13,Salvador,DOC,não
768.0,11,Salvador,TED,não
2.15,5,Curitiba,Cartão Débito,não
194.96,19,Salvador,Cartão Crédito,não
106.49,12,São Paulo,Pix,não
393.01,15,Salvador,Boleto,não
58.02,8,Curitiba,Pix,não
792.97,1,Curitiba,Pix,sim
,21,Salvador,Cartão Débito,não
315.53,2,Brasília,TED,não
17.9,9,Brasília,Cartão Crédito,não
40.54,19,Rio de Janeiro,Pix,sim
284.1,1,Curitiba,Pix,não
4.45,23,Curitiba,TED,não
339.52,9,Porto Alegre,TED,não
2.81,7,Curitiba,Cartão Crédito,não
214.07,16,São Paulo,Boleto,não
90.86,21,Salvador,Boleto,não
189.09,0,Desconhecido,Boleto,não
238.17,5,Curitiba,Cartão Crédito,não
83.85,6,São Paulo,Cartão Crédito,não
22.85,14,Rio de Janeiro,TED,não
14.44,17,Porto Alegre,Cartão Crédito,não
177.8,8,Salvador,TED,não
147.07,7,Salvador,Cartão Crédito,não
271.12,9,Recife,Cartão Crédito,não
142.56,3,Curitiba,Pix,sim
109.79,19,Porto Alegre,DOC,sim
101.53,7,Salvador,Cartão Débito,não
5.36,0,Brasília,TED,não
81.76,7,Porto Alegre,Cartão Crédito,não
746.11,22,Brasília,Pix,não
413.59,11,Curitiba,Boleto,não
79.91,22,São Paulo,Cartão Crédito,não
177.25,14,Brasília,TED,não
375.85,12,Porto Alegre,TED,não
116.42,15,Porto Alegre,Pix,sim
3.62,22,Salvador,Pix,não
15.49,17,Brasília,TED,sim
142.83,0,Rio de Janeiro,Cartão Crédito,sim
697.61,16,Salvador,Cartão Débito,não
236.32,15,Rio de Janeiro,Boleto,não
14.71,22,Rio de Janeiro,Cartão Crédito,não
41.99,4,Brasília,Cartão Crédito,não
295.09,19,Brasília,Cartão Crédito,não
368.32,20,Porto Alegre,Cartão Crédito,não
192.31,9,Curitiba,DOC,não
206.8,5,Curitiba,TED,não
5.75,11,São Paulo,Pix,não
352.67,9,Brasília,Cartão Crédito,não
310.49,21,Salvador,Pix,não
59.96,16,Salvador,Pix,não
246.66,1,Curitiba,DOC,não
48.38,18,Curitiba,Cartão Débito,não
8.23,19,Rio de Janeiro,Cartão Crédito,não
44.91,5,Rio de Janeiro,TED,não
39.36,12,Salvador,Cartão Crédito,não
82.42,8,Salvador,Cartão Débito,não
108.41,11,Rio de Janeiro,DOC,sim
142.07,17,Recife,TED,não
129.54,7,Curitiba,Boleto,não
63.13,17,Rio de Janeiro,Pix,não
