idade,sexo,frequencia_semanal_treino,tipo_atividade,tempo_medio_exercicio,minutos_totais_semana,preco_plano,possui_nutricionista,primeiro_PGC,ultimo_PGC,data_matricula,estado,estado_nome,estado_num,dias_desde_matricula,imc_estimado,evolucao_pgc
48,M,0.0,musculação,24.8,0.0,225.76,Sim,11.2,33.5,2021-12-23,Sedentária,Sedentária,0,1360,16.88,-22.3
37,F,6.0,natação,36.0,216.0,251.27,Não,17.0,24.8,2023-06-26,Ativa,Ativa,1,810,14.7,-7.800000000000001
54,M,7.0,yoga,119.6,837.2,295.72,Não,16.9,12.2,2023-04-19,Ativa,Ativa,1,878,28.16,4.699999999999999
61,M,5.0,yoga,39.1,195.5,182.69,Sim,38.8,11.3,2023-06-28,Ativa,Ativa,1,808,22.21,27.499999999999996
53,O,5.0,cardio,54.1,270.5,167.36,Não,35.2,17.9,2020-10-24,Ativa,Ativa,1,1785,21.31,17.300000000000004
64,F,6.0,crossfit,94.8,568.8,139.31,Sim,10.3,28.2,2022-05-29,Ativa,Ativa,1,1203,28.68,-17.9
25,M,2.0,cardio,39.7,79.4,121.79,Sim,26.0,31.0,2025-01-01,Ativa,Ativa,1,255,11.47,-5.0
59,M,1.0,musculação,77.6,77.6,73.78,Não,11.1,39.5,2021-01-29,Ativa,Ativa,1,1688,25.46,-28.4
25,F,4.0,cardio,90.8,203.5,189.87,Não,11.8,13.4,2021-08-19,Sedentária,Sedentária,0,1486,16.58,-1.5999999999999996
25,M,6.0,yoga,72.2,433.2,184.87,Não,17.1,32.6,2022-03-24,Ativa,Ativa,1,1269,14.72,-15.5
49,O,0.0,musculação,20.5,0.0,279.43,Não,19.4,30.0,2023-08-30,Sedentária,Sedentária,0,745,16.75,-10.600000000000001
56,M,4.0,yoga,102.6,410.4,297.4,Sim,23.7,16.7,2023-03-05,Ativa,Ativa,1,923,27.060000000000002,7.0
51,M,1.0,crossfit,69.7,69.7,191.06,Não,14.5,10.1,2022-06-30,Ativa,Ativa,1,1171,22.27,4.4
26,F,4.0,natação,96.6,386.4,234.12,Sim,17.3,14.9,2021-09-09,Ativa,Ativa,1,1465,17.46,2.4000000000000004
46,O,6.0,yoga,91.1,546.6,278.26,Sim,20.4,11.9,2024-01-10,Ativa,Ativa,1,612,22.909999999999997,8.499999999999998
64,O,4.0,crossfit,106.8,427.2,59.51,Sim,11.4,23.5,2022-07-05,Ativa,Ativa,1,1166,29.88,-12.1
31,F,5.0,yoga,107.6,538.0,271.34,Não,30.4,10.3,2021-02-23,Ativa,Ativa,1,1663,20.06,20.099999999999998
48,F,7.0,musculação,98.0,686.0,216.18,Sim,27.1,16.8,2020-08-12,Ativa,Ativa,1,1858,24.2,10.3
40,F,6.0,cardio,47.2,283.2,203.66,Não,16.2,13.4,2021-02-10,Ativa,Ativa,1,1676,16.72,2.799999999999999
49,O,3.0,crossfit,46.8,140.4,149.32,Não,12.9,28.5,2024-05-26,Ativa,Ativa,1,475,19.38,-15.6
21,F,2.0,swimming,25.3,50.6,88.56,Não,29.1,13.1,2023-05-20,Ativa,Ativa,1,847,8.83,16.0
31,M,1.0,fut,80.2,80.2,272.24,Não,30.5,33.4,2024-10-05,Ativa,Ativa,1,343,17.32,-2.8999999999999986
21,F,7.0,natação,42.6,298.2,154.81,Sim,39.2,23.7,2023-01-24,Ativa,Ativa,1,963,10.56,15.500000000000004
25,O,5.0,musculação,93.9,469.5,296.32,Não,14.1,27.1,2020-10-01,Ativa,Ativa,1,1808,16.89,-13.000000000000002
43,F,4.0,yoga,98.2,203.5,86.52,Não,12.2,19.4,2021-05-27,Sedentária,Sedentária,0,1570,22.72,-7.199999999999999
41,O,4.0,cardio,106.7,203.5,263.0,Sim,10.5,25.8,2021-01-17,Sedentária,Sedentária,0,1700,22.97,-15.3
52,M,0.0,cardio,88.6,0.0,80.48,Não,17.9,33.2,2023-11-07,Sedentária,Sedentária,0,676,24.46,-15.300000000000004
44,M,3.0,natação,32.5,97.5,216.06,Sim,20.1,32.7,2023-04-15,Ativa,Ativa,1,882,16.45,-12.600000000000001
45,O,1.0,cardio,68.1,68.1,252.87,Não,29.9,39.7,2023-05-04,Ativa,Ativa,1,863,20.31,-9.800000000000004
21,F,6.0,crossfit,88.8,532.8,196.17,Sim,32.0,21.8,2021-07-06,Ativa,Ativa,1,1530,15.18,10.2
21,O,6.0,cardio,114.8,688.8,278.06,Sim,12.8,26.0,2024-07-20,Ativa,Ativa,1,420,17.78,-13.2
23,F,4.0,musculação,24.1,96.4,242.71,Não,24.8,16.8,2023-10-06,Ativa,Ativa,1,708,9.309999999999999,8.0
44,F,6.0,musculação,82.9,497.4,183.85,Não,28.2,18.0,2021-05-03,Ativa,Ativa,1,1594,21.490000000000002,10.2
26,O,4.0,natação,62.0,203.5,153.16,Não,25.9,21.6,2022-01-21,Sedentária,Sedentária,0,1331,14.0,4.299999999999997
30,O,5.0,musculação,50.7,253.5,273.93,Não,16.0,20.3,2024-03-03,Ativa,Ativa,1,559,14.07,-4.300000000000001
34,O,7.0,cardio,80.2,561.4,246.54,Sim,14.0,38.1,2021-03-09,Ativa,Ativa,1,1649,18.22,-24.1
45,F,5.0,musculação,119.7,598.5,122.0,Não,27.1,31.8,2022-12-01,Ativa,Ativa,1,1017,25.47,-4.699999999999999
30,M,7.0,musculação,27.9,195.3,86.57,Não,30.3,10.8,2025-09-05,Ativa,Ativa,1,8,11.79,19.5
56,F,6.0,musculação,86.2,517.2,67.88,Sim,38.8,17.7,2023-04-19,Ativa,Ativa,1,878,25.42,21.099999999999998
25,F,3.0,cardio,68.7,206.1,238.05,Não,20.0,10.6,2024-10-02,Ativa,Ativa,1,346,14.370000000000001,9.4
22,F,5.0,futebol,117.9,589.5,280.35,Não,10.3,31.2,2021-12-11,Ativa,Ativa,1,1372,18.39,-20.9
63,O,3.0,cardio,55.3,165.9,67.66,Sim,32.5,13.6,2024-01-27,Ativa,Ativa,1,595,24.43,18.9
35,O,4.0,crossfit,109.4,437.6,58.7,Não,18.7,30.3,2024-09-12,Ativa,Ativa,1,366,21.44,-11.600000000000001
35,O,0.0,cardio,93.7,0.0,279.53,Sim,20.8,38.7,2022-01-18,Sedentária,Sedentária,0,1334,19.87,-17.900000000000002
29,F,6.0,futebol,104.2,625.2,163.0,Sim,30.4,17.9,2023-09-18,Ativa,Ativa,1,726,19.12,12.5
25,M,2.0,natacao,35.0,70.0,260.98,Não,20.5,31.9,2022-10-23,Ativa,Ativa,1,1056,11.0,-11.399999999999999
58,F,0.0,yoga,60.6,0.0,289.46,Sim,10.4,10.2,2022-03-03,Sedentária,Sedentária,0,1290,23.46,0.20000000000000107
19,F,5.0,cardio,87.6,438.0,239.12,Não,37.4,30.1,2020-10-10,Ativa,Ativa,1,1799,14.46,7.299999999999997
54,M,7.0,yoga,57.5,402.5,289.14,Não,23.5,10.5,2025-06-21,Ativa,Ativa,1,84,21.95,13.0
53,F,5.0,futebol,65.3,326.5,91.5,Não,23.7,37.2,2020-12-31,Ativa,Ativa,1,1717,22.43,-13.500000000000004
33,M,3.0,musculação,116.6,349.8,249.1,Sim,12.3,25.1,2024-01-12,Ativa,Ativa,1,610,21.560000000000002,-12.8
55,O,4.0,natação,45.7,203.5,119.32,Sim,28.2,14.5,2023-04-26,Sedentária,Sedentária,0,871,21.07,13.7
30,O,7.0,yoga,64.0,448.0,75.44,Não,33.0,20.7,2025-05-14,Ativa,Ativa,1,122,15.4,12.3
38,O,2.0,musculação,117.5,235.0,72.42,Sim,25.3,25.9,2024-05-19,Ativa,Ativa,1,482,23.15,-0.5999999999999979
60,F,1.0,crossfit,79.3,79.3,253.85,Sim,33.2,20.8,2021-06-21,Ativa,Ativa,1,1545,25.93,12.400000000000002
23,F,5.0,crossfit,84.0,420.0,116.17,Sim,25.1,35.3,2021-12-22,Ativa,Ativa,1,1361,15.3,-10.199999999999996
34,F,5.0,crossfit,117.3,586.5,187.65,Não,13.1,36.6,2020-02-15,Ativa,Ativa,1,2037,21.93,-23.5
55,O,4.0,yoga,42.7,170.8,239.65,Sim,35.8,24.9,2021-10-16,Ativa,Ativa,1,1428,20.77,10.899999999999999
39,F,7.0,yoga,30.7,214.9,257.78,Sim,13.1,27.0,2021-12-19,Ativa,Ativa,1,1364,14.77,-13.9
55,M,6.0,musculação,70.55,203.5,196.72,Não,30.4,23.4,2021-04-01,Ativa,Ativa,1,1626,16.5,7.0
26,F,3.0,natação,23.9,71.7,146.95,Não,22.3,15.8,2025-03-29,Ativa,Ativa,1,168,10.19,6.5
36,M,6.0,crossfit,76.8,460.8,244.82,Não,33.7,31.0,2023-04-14,Ativa,Ativa,1,883,18.479999999999997,2.700000000000003
21,O,1.0,yoga,49.7,49.7,165.25,Não,11.2,30.9,2022-07-19,Ativa,Ativa,1,1152,11.27,-19.7
57,M,6.0,cardio,56.9,341.4,179.35,Não,27.3,13.9,2022-04-22,Ativa,Ativa,1,1240,22.79,13.4
42,F,3.0,yoga,107.8,323.4,173.16,Não,36.1,36.4,2022-05-10,Ativa,Ativa,1,1222,23.380000000000003,-0.29999999999999716
56,O,3.0,yoga,116.0,348.0,79.29,Não,16.0,14.9,2023-07-13,Ativa,Ativa,1,793,28.400000000000002,1.0999999999999996
35,M,4.0,natação,55.4,203.5,144.74,Não,26.8,35.9,2021-01-07,Sedentária,Sedentária,0,1710,16.04,-9.099999999999998
20,O,1.0,cardio,52.5,52.5,254.13,Sim,33.2,18.1,2020-11-28,Ativa,Ativa,1,1750,11.25,15.100000000000001
32,O,0.0,crossfit,79.1,0.0,141.79,Não,16.6,27.8,2021-02-09,Sedentária,Sedentária,0,1677,17.509999999999998,-11.2
61,F,3.0,natação,63.3,189.9,184.84,Não,28.2,26.5,2024-06-28,Ativa,Ativa,1,442,24.630000000000003,1.6999999999999993
39,M,0.0,yoga,90.7,0.0,69.45,Não,14.4,36.5,2022-05-11,Sedentária,Sedentária,0,1221,20.77,-22.1
45,M,6.0,cardio,30.6,183.6,77.52,Não,14.5,31.7,2022-08-24,Ativa,Ativa,1,1116,16.560000000000002,-17.2
57,F,2.0,musculação,51.8,103.6,246.59,Não,21.7,20.0,2021-10-01,Ativa,Ativa,1,1443,22.279999999999998,1.6999999999999993
62,M,5.0,crossfit,110.4,552.0,138.8,Não,12.5,28.5,2025-02-26,Ativa,Ativa,1,199,29.64,-16.0
29,O,2.0,musculação,86.6,173.2,137.01,Sim,31.0,12.2,2025-05-11,Ativa,Ativa,1,125,17.36,18.8
45,M,4.0,futebol,118.1,472.4,264.98,Não,14.8,17.0,2024-07-13,Ativa,Ativa,1,427,25.310000000000002,-2.1999999999999993
25,O,7.0,futebol,21.4,149.8,280.52,Não,37.5,22.1,2024-02-27,Ativa,Ativa,1,564,9.64,15.399999999999999
25,O,4.0,yoga,80.4,321.6,106.01,Não,20.3,12.6,2020-03-18,Ativa,Ativa,1,2005,15.540000000000001,7.700000000000001
35,M,7.0,cardio,95.5,668.5,94.79,Sim,27.4,38.2,2020-12-28,Ativa,Ativa,1,1720,20.05,-10.800000000000004
32,O,4.0,futebol,74.1,296.4,256.82,Sim,34.4,23.1,2021-10-14,Ativa,Ativa,1,1430,17.009999999999998,11.299999999999997
45,O,3.0,yoga,109.6,328.8,114.34,Não,20.8,32.0,2020-11-16,Ativa,Ativa,1,1762,24.46,-11.2
44,M,6.0,cardio,97.9,587.4,254.5,Não,38.8,37.9,2021-08-07,Ativa,Ativa,1,1498,22.990000000000002,0.8999999999999986
54,M,7.0,cardio,34.0,238.0,232.74,Não,34.4,25.6,2023-12-19,Ativa,Ativa,1,634,19.6,8.799999999999997
31,F,2.0,crossfit,47.9,95.8,109.47,Não,13.6,13.2,2024-01-17,Ativa,Ativa,1,605,14.09,0.40000000000000036
28,O,1.0,futebol,70.55,203.5,258.39,Não,32.9,27.4,2023-10-17,Ativa,Ativa,1,697,8.4,5.5
18,O,5.0,crossfit,40.2,201.0,252.84,Sim,12.4,14.6,2020-02-07,Ativa,Ativa,1,2045,9.42,-2.1999999999999993
25,O,7.0,crossfit,21.1,147.7,87.6,Sim,14.9,19.7,2024-11-05,Ativa,Ativa,1,312,9.61,-4.799999999999999
21,M,2.0,crossfit,55.3,110.6,284.93,Não,34.6,31.4,2021-01-30,Ativa,Ativa,1,1687,11.83,3.200000000000003
51,F,2.0,futebol,64.4,128.8,216.18,Não,33.6,30.0,2022-11-29,Ativa,Ativa,1,1019,21.740000000000002,3.6000000000000014
54,F,6.0,yoga,56.1,336.6,210.29,Sim,18.3,24.4,2020-01-21,Ativa,Ativa,1,2062,21.81,-6.099999999999998
35,F,5.0,natação,115.7,578.5,157.68,Sim,16.2,29.0,2023-02-28,Ativa,Ativa,1,928,22.07,-12.8
43,M,1.0,yoga,63.7,63.7,101.13,Não,15.1,16.0,2021-08-16,Ativa,Ativa,1,1489,19.270000000000003,-0.9000000000000004
59,F,3.0,natação,99.3,297.9,76.04,Não,18.1,19.0,2024-12-10,Ativa,Ativa,1,277,27.63,-0.8999999999999986
30,F,6.0,crossfit,53.8,322.8,177.91,Não,37.9,18.3,2023-08-15,Ativa,Ativa,1,760,14.379999999999999,19.599999999999998
23,O,5.0,yoga,65.9,329.5,261.81,Sim,10.1,36.4,2023-04-01,Ativa,Ativa,1,896,13.49,-26.299999999999997
55,O,2.0,cardio,92.2,184.4,141.63,Não,39.6,23.7,2024-04-27,Ativa,Ativa,1,504,25.72,15.900000000000002
21,M,4.0,cardio,53.9,215.6,57.26,Sim,39.9,16.1,2024-11-08,Ativa,Ativa,1,309,11.690000000000001,23.799999999999997
48,M,6.0,musculação,54.1,324.6,228.81,Sim,31.2,23.3,2020-04-16,Ativa,Ativa,1,1976,19.81,7.899999999999999
59,F,0.0,crossfit,24.1,0.0,123.83,Sim,30.8,35.5,2020-09-10,Sedentária,Sedentária,0,1829,20.11,-4.699999999999999
38,F,3.0,yoga,27.0,81.0,180.52,Não,34.0,34.1,2022-03-28,Ativa,Ativa,1,1265,14.100000000000001,-0.10000000000000142
57,O,0.0,futebol,118.5,0.0,69.05,Não,28.0,24.4,2020-09-23,Sedentária,Sedentária,0,1816,28.95,3.6000000000000014
54,O,3.0,crossfit,93.2,279.6,249.37,Sim,19.7,12.0,2021-06-06,Ativa,Ativa,1,1560,25.52,7.699999999999999
20,O,7.0,natação,21.5,150.5,133.46,Sim,37.9,36.8,2021-12-29,Ativa,Ativa,1,1354,8.15,1.1000000000000014
31,F,2.0,natação,79.5,159.0,156.25,Não,10.2,18.7,2020-01-10,Ativa,Ativa,1,2073,17.25,-8.5
37,O,4.0,natação,23.0,92.0,220.72,Sim,32.0,25.1,2024-04-09,Ativa,Ativa,1,522,13.4,6.899999999999999
37,O,2.0,natação,106.1,212.2,177.52,Sim,24.4,35.5,2021-04-13,Ativa,Ativa,1,1614,21.71,-11.100000000000001
25,O,2.0,natação,28.3,56.6,126.97,Sim,26.0,15.0,2025-01-31,Ativa,Ativa,1,225,10.33,11.0
60,F,3.0,natação,90.9,272.7,202.69,Sim,29.6,26.3,2023-06-20,Ativa,Ativa,1,816,27.090000000000003,3.3000000000000007
46,O,0.0,fut,72.4,0.0,227.66,Não,29.9,34.9,2022-11-11,Sedentária,Sedentária,0,1037,21.04,-5.0
24,M,7.0,cardio,90.3,632.1,102.54,Sim,36.1,13.7,2024-12-30,Ativa,Ativa,1,257,16.229999999999997,22.400000000000002
27,O,4.0,futebol,65.5,262.0,52.93,Não,28.6,25.3,2022-09-22,Ativa,Ativa,1,1087,14.65,3.3000000000000007
21,M,6.0,futebol,24.8,148.8,175.96,Sim,24.0,25.2,2021-06-23,Ativa,Ativa,1,1543,8.780000000000001,-1.1999999999999993
62,M,2.0,cardio,40.8,81.6,169.4,Não,35.9,33.1,2022-10-03,Ativa,Ativa,1,1076,22.68,2.799999999999997
58,M,4.0,cardio,55.0,220.0,85.7,Sim,17.9,12.8,2020-02-09,Ativa,Ativa,1,2043,22.9,5.099999999999998
30,O,6.0,cardio,82.5,495.0,208.0,Não,24.1,14.6,2023-07-18,Ativa,Ativa,1,788,17.25,9.500000000000002
62,M,7.0,natação,99.7,697.9,67.5,Sim,12.1,30.6,2023-10-21,Ativa,Ativa,1,693,28.57,-18.5
27,M,4.0,futebol,26.1,104.4,109.01,Sim,11.6,10.9,2023-02-01,Ativa,Ativa,1,955,10.71,0.6999999999999993
28,M,4.0,yoga,75.1,300.4,171.94,Não,14.2,37.4,2020-06-09,Ativa,Ativa,1,1922,15.91,-23.2
53,F,2.0,natação,52.1,104.2,115.49,Sim,39.2,10.4,2024-06-01,Ativa,Ativa,1,469,21.11,28.800000000000004
25,M,2.0,yoga,64.8,129.6,173.07,Não,13.5,14.5,2020-07-06,Ativa,Ativa,1,1895,13.98,-1.0
25,M,3.0,musculação,57.4,172.2,96.39,Sim,32.6,39.8,2022-04-16,Ativa,Ativa,1,1246,13.24,-7.199999999999996
22,F,4.0,cardio,119.6,203.5,64.44,Sim,18.7,27.3,2023-02-08,Sedentária,Sedentária,0,948,18.560000000000002,-8.600000000000001
62,O,5.0,crossfit,63.9,319.5,157.65,Sim,25.9,17.3,2021-08-11,Ativa,Ativa,1,1494,24.99,8.599999999999998
58,O,1.0,cardio,69.9,69.9,241.73,Sim,39.6,35.7,2022-04-06,Ativa,Ativa,1,1256,24.39,3.8999999999999986
51,M,2.0,cardio,98.0,196.0,202.02,Não,24.7,31.9,2022-05-24,Ativa,Ativa,1,1208,25.1,-7.199999999999999
34,O,5.0,musculação,40.7,203.5,264.86,Não,38.2,31.6,2021-12-05,Ativa,Ativa,1,1378,14.27,6.600000000000001
23,M,2.0,musculação,29.5,59.0,273.61,Sim,18.1,31.7,2024-03-10,Ativa,Ativa,1,552,9.85,-13.599999999999998
62,O,3.0,musculação,20.6,61.8,91.17,Sim,10.6,10.7,2023-02-18,Ativa,Ativa,1,938,20.659999999999997,-0.09999999999999964
41,O,7.0,futebol,65.5,458.5,71.66,Sim,22.2,12.8,2024-02-04,Ativa,Ativa,1,587,18.85,9.399999999999999
31,O,7.0,futebol,22.6,158.2,197.59,Sim,15.5,15.0,2020-07-17,Ativa,Ativa,1,1884,11.559999999999999,0.5
61,O,0.0,futebol,107.7,0.0,227.52,Não,17.5,27.6,2022-02-06,Sedentária,Sedentária,0,1315,29.07,-10.100000000000001
23,O,4.0,crossfit,52.7,210.8,253.48,Sim,35.1,35.8,2021-03-05,Ativa,Ativa,1,1653,12.17,-0.6999999999999957
36,O,6.0,cardio,36.0,216.0,197.6,Sim,25.9,35.1,2022-11-16,Ativa,Ativa,1,1032,14.399999999999999,-9.200000000000003
48,M,5.0,futebol,38.0,190.0,211.17,Sim,24.4,15.8,2020-11-18,Ativa,Ativa,1,1760,18.2,8.599999999999998
40,O,6.0,cardio,37.1,222.6,163.41,Não,32.1,29.5,2024-08-01,Ativa,Ativa,1,408,15.71,2.6000000000000014
43,F,5.0,cardio,30.3,151.5,197.65,Sim,37.3,16.8,2024-01-27,Ativa,Ativa,1,595,15.93,20.499999999999996
62,O,0.0,yoga,120.0,0.0,131.14,Não,24.7,21.9,2021-08-08,Sedentária,Sedentária,0,1497,30.599999999999998,2.8000000000000007
23,M,4.0,natação,33.3,133.2,220.98,Não,17.9,26.1,2024-12-28,Ativa,Ativa,1,259,10.23,-8.200000000000003
46,O,0.0,futebol,100.1,0.0,116.43,Não,31.5,22.6,2023-07-09,Sedentária,Sedentária,0,797,23.81,8.899999999999999
34,M,5.0,yoga,84.0,420.0,231.33,Não,20.2,35.6,2024-11-18,Ativa,Ativa,1,299,18.6,-15.400000000000002
37,O,5.0,yoga,56.1,280.5,54.51,Sim,34.7,20.8,2024-12-14,Ativa,Ativa,1,273,16.71,13.900000000000002
36,O,7.0,yoga,73.6,515.2,206.91,Sim,19.6,23.8,2025-03-29,Ativa,Ativa,1,168,18.159999999999997,-4.199999999999999
26,M,4.0,crossfit,83.3,333.2,259.86,Não,12.8,27.2,2025-03-17,Ativa,Ativa,1,180,16.13,-14.399999999999999
40,M,6.0,musculação,40.0,240.0,59.68,Sim,29.2,32.4,2022-04-21,Ativa,Ativa,1,1241,16.0,-3.1999999999999993
55,F,0.0,crossfit,103.1,0.0,76.1,Não,13.3,27.2,2025-03-02,Sedentária,Sedentária,0,195,26.810000000000002,-13.899999999999999
40,F,6.0,crossfit,47.9,287.4,157.31,Não,32.1,33.8,2024-09-25,Ativa,Ativa,1,353,16.79,-1.6999999999999957
24,F,4.0,yoga,25.8,103.2,166.73,Sim,31.0,18.4,2022-04-11,Ativa,Ativa,1,1251,9.78,12.600000000000001
59,F,4.0,futebol,86.2,344.8,62.8,Sim,24.7,10.0,2021-08-09,Ativa,Ativa,1,1496,26.32,14.7
19,F,1.0,cardio,71.8,71.8,79.48,Não,31.3,31.1,2024-11-23,Ativa,Ativa,1,294,12.879999999999999,0.1999999999999993
38,O,1.0,natação,27.7,27.7,225.74,Não,34.2,13.7,2024-07-16,Ativa,Ativa,1,424,14.17,20.500000000000004
49,O,5.0,yoga,26.1,130.5,256.08,Sim,19.7,20.7,2023-07-14,Ativa,Ativa,1,792,17.31,-1.0
33,F,6.0,futebol,47.0,282.0,180.0,Sim,19.9,18.1,2022-11-21,Ativa,Ativa,1,1027,14.600000000000001,1.7999999999999972
62,O,6.0,cardio,91.3,547.8,81.74,Sim,37.0,25.2,2025-04-30,Ativa,Ativa,1,136,27.729999999999997,11.8
42,M,7.0,fut,62.6,438.2,55.35,Não,39.9,31.6,2021-12-15,Ativa,Ativa,1,1368,18.86,8.299999999999997
23,M,3.0,yoga,114.5,343.5,231.33,Não,29.1,18.6,2022-07-11,Ativa,Ativa,1,1160,18.35,10.5
59,M,1.0,yoga,70.55,203.5,118.65,Não,11.5,33.7,2023-06-06,Ativa,Ativa,1,830,17.7,-22.200000000000003
24,M,5.0,natação,70.55,203.5,283.58,Sim,24.8,35.1,2020-05-11,Ativa,Ativa,1,1951,7.199999999999999,-10.3
21,M,6.0,crossfit,81.0,486.0,161.39,Sim,26.1,21.9,2022-08-08,Ativa,Ativa,1,1132,14.399999999999999,4.200000000000003
28,M,6.0,musculação,106.8,640.8,64.82,Não,26.8,36.1,2023-01-06,Ativa,Ativa,1,981,19.08,-9.3
53,O,7.0,yoga,67.6,473.2,165.85,Sim,24.6,30.6,2024-09-16,Ativa,Ativa,1,362,22.659999999999997,-6.0
48,O,1.0,cardio,38.0,38.0,285.53,Não,15.3,13.2,2025-01-03,Ativa,Ativa,1,253,18.2,2.1000000000000014
20,M,5.0,musculação,70.55,203.5,127.4,Sim,29.6,35.3,2024-06-06,Ativa,Ativa,1,464,6.0,-5.699999999999996
54,F,7.0,natação,59.2,414.4,121.5,Sim,32.9,28.2,2020-07-09,Ativa,Ativa,1,1892,22.12,4.699999999999999
35,F,5.0,musculação,108.8,544.0,172.32,Não,28.6,14.6,2021-04-04,Ativa,Ativa,1,1623,21.380000000000003,14.000000000000002
45,F,4.0,yoga,79.5,318.0,101.88,Não,17.7,17.5,2024-02-03,Ativa,Ativa,1,588,21.45,0.1999999999999993
28,O,0.0,natação,114.0,0.0,278.28,Não,14.0,19.1,2021-07-29,Sedentária,Sedentária,0,1507,19.8,-5.100000000000001
36,O,0.0,cardio,25.0,0.0,215.2,Não,21.7,19.4,2020-09-17,Sedentária,Sedentária,0,1822,13.299999999999999,2.3000000000000007
44,M,6.0,cardio,92.9,557.4,190.16,Sim,15.5,18.8,2020-02-02,Ativa,Ativa,1,2050,22.490000000000002,-3.3000000000000007
49,O,0.0,crossfit,101.8,0.0,102.45,Sim,39.0,31.2,2022-03-03,Sedentária,Sedentária,0,1290,24.88,7.800000000000001
45,O,6.0,yoga,31.7,190.2,66.91,Não,22.4,31.3,2020-12-28,Ativa,Ativa,1,1720,16.67,-8.900000000000002
45,M,3.0,musculação,56.3,168.9,113.7,Não,25.6,11.5,2022-09-29,Ativa,Ativa,1,1080,19.13,14.100000000000001
55,O,2.0,musculação,58.8,117.6,286.4,Sim,35.4,21.4,2024-08-10,Ativa,Ativa,1,399,22.38,14.0
58,O,4.0,crossfit,104.0,203.5,153.81,Não,37.9,17.1,2021-12-04,Sedentária,Sedentária,0,1379,27.799999999999997,20.799999999999997
34,F,2.0,natação,73.8,147.6,144.22,Não,21.0,18.8,2020-07-09,Ativa,Ativa,1,1892,17.58,2.1999999999999993
55,M,2.0,soccer,46.0,92.0,205.2,Não,25.3,17.7,2024-10-26,Ativa,Ativa,1,322,21.1,7.600000000000001
32,F,7.0,crossfit,46.0,322.0,227.61,Sim,14.3,37.3,2024-07-26,Ativa,Ativa,1,414,14.2,-22.999999999999996
22,O,3.0,yoga,97.6,292.8,98.42,Sim,15.7,32.4,2020-10-13,Ativa,Ativa,1,1796,16.36,-16.7
22,F,5.0,cardio,28.3,141.5,196.45,Não,26.2,39.1,2024-07-21,Ativa,Ativa,1,419,9.43,-12.900000000000002
42,F,6.0,cardio,42.4,254.4,280.67,Não,34.7,19.8,2021-11-17,Ativa,Ativa,1,1396,16.84,14.900000000000002
36,M,7.0,musculação,59.6,417.2,166.43,Sim,21.7,20.0,2022-06-21,Ativa,Ativa,1,1180,16.759999999999998,1.6999999999999993
38,M,3.0,musculação,56.4,169.2,188.59,Sim,11.8,10.3,2020-07-15,Ativa,Ativa,1,1886,17.04,1.5
63,O,0.0,futebol,83.8,0.0,243.49,Sim,13.8,33.1,2021-05-17,Sedentária,Sedentária,0,1580,27.28,-19.3
20,F,7.0,yoga,63.1,441.7,71.19,Não,18.5,14.2,2022-05-13,Ativa,Ativa,1,1219,12.31,4.300000000000001
50,M,5.0,musculação,63.0,315.0,120.13,Não,20.4,26.2,2021-07-23,Ativa,Ativa,1,1513,21.3,-5.800000000000001
29,M,7.0,crossfit,94.9,664.3,120.46,Não,27.5,14.0,2023-07-25,Ativa,Ativa,1,781,18.189999999999998,13.5
49,M,5.0,futebol,67.9,339.5,50.05,Sim,25.6,25.9,2024-06-14,Ativa,Ativa,1,456,21.490000000000002,-0.29999999999999716
44,F,5.0,futebol,117.6,588.0,102.41,Não,18.4,12.7,2023-01-08,Ativa,Ativa,1,979,24.96,5.699999999999999
34,F,2.0,cardio,87.8,175.6,149.54,Não,33.9,10.9,2020-11-13,Ativa,Ativa,1,1765,18.979999999999997,23.0
34,O,2.0,musculação,59.5,119.0,65.99,Sim,22.0,11.5,2022-08-16,Ativa,Ativa,1,1124,16.15,10.5
34,M,2.0,musculação,37.0,74.0,291.04,Sim,25.4,10.6,2022-09-27,Ativa,Ativa,1,1082,13.899999999999999,14.799999999999999
23,F,1.0,futebol,52.1,52.1,277.81,Sim,37.7,13.2,2020-09-13,Ativa,Ativa,1,1826,12.11,24.500000000000004
21,M,5.0,cardio,32.4,162.0,149.8,Não,32.1,35.0,2022-04-07,Ativa,Ativa,1,1255,9.54,-2.8999999999999986
40,M,3.0,futebol,118.8,356.4,173.96,Não,28.9,22.0,2023-11-04,Ativa,Ativa,1,679,23.880000000000003,6.899999999999999
37,F,6.0,natação,31.8,190.8,273.41,Sim,28.8,11.2,2022-08-29,Ativa,Ativa,1,1111,14.28,17.6
25,O,5.0,natação,70.55,203.5,178.22,Não,15.6,23.5,2021-02-17,Ativa,Ativa,1,1669,7.5,-7.9
26,M,6.0,yoga,79.3,475.8,197.96,Não,18.4,20.2,2024-03-06,Ativa,Ativa,1,556,15.73,-1.8000000000000007
30,O,3.0,yoga,32.3,96.9,208.51,Sim,38.9,26.7,2021-07-28,Ativa,Ativa,1,1508,12.23,12.2
32,O,1.0,yoga,37.5,37.5,295.01,Não,14.6,38.4,2020-03-19,Ativa,Ativa,1,2004,13.35,-23.799999999999997
56,F,1.0,yoga,70.55,203.5,89.57,Sim,31.0,23.2,2023-12-31,Ativa,Ativa,1,622,16.8,7.800000000000001
